dialect,standard,region,sentiment,source,source_split,row_id
Đợt này cơ quan đang chuyển văn phòng nên hơi bề bộn.,Đợt này cơ quan đang chuyển văn phòng nên hơi bề bộn.,northern,neutral,synthetic,,37012
Hỏi thăm mãi mới biết cái quán phở cũ chuyển đi tận đằng nào.,Hỏi thăm mãi mới biết cái quán phở cũ chuyển đi tận đằng nào.,northern,neutral,synthetic,,37013
Treo cái rèm cửa màu xanh này trông phòng khách dịu hẳn đi.,Treo cái rèm cửa màu xanh này trông phòng khách dịu hẳn đi.,northern,neutral,synthetic,,37014
Chiều nay tranh thủ dọn dẹp lại cái ban công để trồng ít rau.,Chiều nay tranh thủ dọn dẹp lại cái ban công để trồng ít rau.,northern,neutral,synthetic,,37015
Ra quán ngõ ngồi làm cốc trà đá ngắm người qua lại phố phường chơi.,Ra quán ở ngõ ngồi làm cốc trà đá ngắm người qua lại phố phường thôi.,northern,neutral,synthetic,,37016
Định rẽ vào chợ mua ít rau thơm về luộc đĩa thịt ba chỉ ăn đổi bữa.,Định rẽ vào chợ mua ít rau thơm về luộc đĩa thịt ba chỉ ăn đổi bữa.,northern,neutral,synthetic,,37017
Tối nay nhà ăn cơm với đậu phụ rán và canh rau ngót.,Tối nay nhà ăn cơm với đậu phụ rán và canh rau ngót.,northern,neutral,synthetic,,37018
Buổi sáng làm cốc nhân trán ấm nóng thấy tỉnh cả người.,Buổi sáng làm cốc nhân trần ấm nóng thấy tỉnh cả người.,northern,neutral,synthetic,,37019
Hôm qua xem bóng đá đến hiệp hai thì ngủ quên mất.,Hôm qua xem bóng đá đến hiệp hai thì ngủ quên mất.,northern,neutral,synthetic,,37020
Mấyữa nay cứ thấy oải oải người chắc sắp đổi giời.,Mấy hôm nay cứ thấy mệt mỏi người chắc sắp đổi trời.,northern,neutral,synthetic,,37021
Tầm này chuẩn bị tinh thần đi làm tuần mới là vừa rồi.,Tầm này chuẩn bị tinh thần đi làm tuần mới là vừa rồi.,northern,neutral,synthetic,,37022
Xem phim xong thấy cốt truyện cũng bình thường chứ có gì ghê gớm đâu.,Xem phim xong thấy cốt truyện cũng bình thường chứ có gì ghê gớm đâu.,northern,neutral,synthetic,,37023
Hôm qua vừa dọn nhà xong mà nay đã lại bừa ra rồi cơ chứ.,Hôm qua vừa dọn nhà xong mà nay đã lại bừa ra rồi cơ chứ.,northern,neutral,synthetic,,37024
Tối nay định nấu món gì đơn giản thôi hay lại ra hàng ăn nhể?,Tối nay định nấu món gì đơn giản thôi hay lại ra hàng ăn nhỉ?,northern,neutral,synthetic,,37025
Đi đường đoạn này lúc nào cũng thấy ùn tắc mệt ghê cơ.,Đi đường đoạn này lúc nào cũng thấy ùn tắc mệt ghê cơ.,northern,neutral,synthetic,,37026
Cuối tuần tranh thủ ngủ nướng một giấc cho đã đời.,Cuối tuần tranh thủ ngủ nướng một giấc cho đã đời.,northern,neutral,synthetic,,37027
"Thấy bảo quán mới mở bên kia đường, hôm nào sang nghía thử xem thế nào.","Thấy bảo quán mới mở bên kia đường, hôm nào sang nghía thử xem thế nào.",northern,neutral,synthetic,,37028
Hôm nay đói bụng quá mà chưa biết ăn gì cho hợp miệng đây.,Hôm nay đói bụng quá mà chưa biết ăn gì cho hợp miệng đây.,northern,neutral,synthetic,,37029
Cầm cái điện thoại đọc báo một lúc là hết cả buổi sáng.,Cầm cái điện thoại đọc báo một lúc là hết cả buổi sáng.,northern,neutral,synthetic,,37030
Cứ tưởng nay mưa to ai dè lại hửng nắng từ lúc nào.,Cứ tưởng nay mưa to ai dè lại hửng nắng từ lúc nào.,northern,neutral,synthetic,,37031
Để mai tính tiếp chứ giờ chưa nghĩ ra nên làm gì trước.,Để mai tính tiếp chứ giờ chưa nghĩ ra nên làm gì trước.,northern,neutral,synthetic,,37032
Ra vườn tỉa lại mấy chậu hoa cảnh cho đỡ buồn chân buồn tay.,Ra vườn tỉa lại mấy chậu hoa cảnh cho đỡ buồn chân buồn tay.,northern,neutral,synthetic,,37033
Mấy đứa đồng nghiệp lại bàn chuyện đi ăn vặt buổi chiều kìa.,Mấy đứa đồng nghiệp lại bàn chuyện đi ăn vặt buổi chiều kìa.,northern,neutral,synthetic,,37034
Ra quán làm cốc trà đá ngắm phố phường cái nhể.,Ra quán làm cốc trà đá ngắm phố phường cái nhỉ.,northern,neutral,synthetic,,37035
Gạo nhà vừa mua xong lại thấy hàng xóm bảo vừa giảm giá.,Gạo nhà vừa mua xong lại thấy hàng xóm bảo vừa giảm giá.,northern,neutral,synthetic,,37036
Tính ra cái ngõ này đi bộ ra chợ cũng chả xa lắm đâu.,Tính ra cái ngõ này đi bộ ra chợ cũng chẳng xa lắm đâu.,northern,neutral,synthetic,,37037
Nghe nói dạo này khu phố nhà bên chuẩn bị mở rộng đường giao thông.,Nghe nói dạo này khu phố nhà bên chuẩn bị mở rộng đường giao thông.,northern,neutral,synthetic,,37038
Ra bờ hồ hóng gió một lúc rồi lại lủi thủi đi về nhà.,Ra bờ hồ hóng gió một lúc rồi lại lủi thủi đi về nhà.,northern,neutral,synthetic,,37039
Cái quạt cây nhà tôi dùng chục năm nay mà vẫn chạy tốt chán.,Cái quạt cây nhà tôi dùng chục năm nay mà vẫn chạy tốt chán.,northern,neutral,synthetic,,37040
Xem tức anh ách mà chẳng làm gì được bọn vô ý thức đấy cả.,Xem tức anh ách mà chẳng làm gì được bọn vô ý thức đấy cả.,northern,negative,synthetic,,37041
"Đúng là đen đủi hết phần thiên hạ, vừa mất ví xong lại hỏng xe.","Đúng là đen đủi hết phần thiên hạ, vừa mất ví xong lại hỏng xe.",northern,negative,synthetic,,37042
Cả đống việc ngập đầu mà cứ nhẫn nha thế này thì bao giờ mới xong hả giời.,Cả đống việc ngập đầu mà cứ lững thững thế này thì bao giờ mới xong hả giời.,northern,negative,synthetic,,37043
Nghe cái giọng điệu khó ưa đấy là chỉ muốn tát cho phát.,Nghe cái giọng điệu khó ưa đấy là chỉ muốn tát cho một phát.,northern,negative,synthetic,,37044
"Đã nghèo còn mắc cái eo, vừa dồn tiền sửa nhà thì đổ bệnh.","Đã nghèo còn mắc cái eo, vừa dồn tiền sửa nhà thì đổ bệnh.",northern,negative,synthetic,,37045
"Thôi bỏ đi, chấp làm gì mấy kẻ tiểu nhân đấy cho bẩn tay.","Thôi bỏ đi, chấp làm gì mấy kẻ tiểu nhân đấy cho bẩn tay.",northern,negative,synthetic,,37046
Làm ăn tắc trách kiểu này thì có ngày dẹp tiệm chứ sớm sủa gì tầm này.,Làm ăn tắc trách kiểu này thì có ngày dẹp tiệm chứ sớm sủa gì tầm này.,northern,negative,synthetic,,37047
Mệt mỏi với mấy ông bà hàng xóm tối ngày cứ săm soi chuyện nhà người khác.,Mệt mỏi với mấy ông bà hàng xóm tối ngày cứ săm soi chuyện nhà người khác.,northern,negative,synthetic,,37048
"Bỏ ra bao nhiêu tiền mua cục tức vào người, chả bõ bèn gì.","Bỏ ra bao nhiêu tiền mua cục tức vào người, chẳng bõ bèn gì.",northern,negative,synthetic,,37049
Cái thói lươn lẹo ấy bỏ đi được ngày nào hay ngày đấy.,Cái thói lươn lẹo ấy bỏ đi được ngày nào hay ngày đấy.,northern,negative,synthetic,,37050
Đúng là phí phạm thời gian vàng ngọc ngồi nghe mấy chuyện nhảm nhí.,Đúng là phí phạm thời gian vàng ngọc ngồi nghe mấy chuyện nhảm nhí.,northern,negative,synthetic,,37051
"Chán chả buồn nói, đói rã cả họng ra mà cứ bắt ngồi đợi thế này thì giời chịu.","Chán chẳng buồn nói, đói rã cả họng ra mà cứ bắt ngồi đợi thế này thì giời chịu.",northern,negative,synthetic,,37052
"Đã bảo đừng có dấn thân vào cái nghề này rồi mà cứ cãi cơ, ngã đau lại kêu.","Đã bảo đừng có dấn thân vào cái nghề này rồi mà cứ cãi cơ, ngã đau lại kêu.",northern,negative,synthetic,,37053
"Có mỗi việc bằng con kiến mà làm hỏng lên hỏng xuống, chả tích sự gì.","Có mỗi việc bằng con kiến mà làm hỏng lên hỏng xuống, chẳng tích sự gì.",northern,negative,synthetic,,37054
"Hứa hẹn cho cố vào rồi lúc nào cũng cao chạy xa bay, mất uy tín thật.","Hứa hẹn cho cố vào rồi lúc nào cũng cao chạy xa bay, mất uy tín thật.",northern,negative,synthetic,,37055
"Nói mãi mà cái tụi này cứ trơ cái mặt ra, bực hết cả mình.","Nói mãi mà cái bọn này cứ trơ cái mặt ra, bực hết cả mình.",northern,negative,synthetic,,37056
"Cái quán này phục vụ chán thế, gọi từ đời thuở nào mà mãi chưa mang ra.","Cái quán này phục vụ chán thế, gọi từ đời thuở nào mà mãi chưa mang ra.",northern,negative,synthetic,,37057
"Hôm nay xui tận mạng, vừa ra khỏi ngõ thì dính ngay trận mưa to.","Hôm nay xui tận mạng, vừa ra khỏi ngõ thì dính ngay trận mưa to.",northern,negative,synthetic,,37058
"Khổ thân con giời, mua phải cái áo rởm mà nó cứ bai nhão ra trông đến chán.","Khổ thân bạn trẻ, mua phải cái áo giả mà nó cứ bai nhão ra trông đến chán.",northern,negative,synthetic,,37059
"Phát bực với cái bọn dở hơi biết bơi này, gọi điện toàn thuê bao.","Phát bực với cái bọn dở hơi này, gọi điện toàn thuê bao.",northern,negative,synthetic,,37060
Làm ăn tắc trách thế này thì có ngày mất khách lúc nào không hay.,Làm ăn tắc trách thế này thì có ngày mất khách lúc nào không hay.,northern,negative,synthetic,,37061
"Nản thủ thế nhở, ôn thi cả tháng trời mà vào đề tủ lệch pha hoàn toàn.","Nản thật đấy nhỉ, ôn thi cả tháng trời mà vào đề tủ lệch pha hoàn toàn.",northern,negative,synthetic,,37062
"Nói tai nọ xọ tai kia, bảo sao cứ cãi nhau suốt ngày không ngóc đầu lên được.","Nói tai nọ xọ tai kia, bảo sao cứ cãi nhau suốt ngày không khá lên được.",northern,negative,synthetic,,37063
"Cái nết ăn nói vô duyên hết phần thiên hạ, nghe ngứa cả tai.","Cái nết ăn nói vô duyên hết phần thiên hạ, nghe ngứa cả tai.",northern,negative,synthetic,,37064
Sống ơn huệ kiểu gì mà để người ta mắng cho vào mặt vẫn chưa sáng mắt ra à?,Sống ơn huệ kiểu gì mà để người ta mắng cho vào mặt vẫn chưa sáng mắt ra à?,northern,negative,synthetic,,37065
"Chán chả buồn chấp, loại đấy chỉ giỏi cái mồm điêu ngoa.","Chán chẳng buồn chấp, loại đấy chỉ giỏi cái mồm điêu ngoa.",northern,negative,synthetic,,37066
"Bao nhiêu việc đọng lại mà cứ nhơn nhơn cái mặt ra được, tức ách xì hơi.","Bao nhiêu việc đọng lại mà cứ nhơn nhơn cái mặt ra được, tức điên người.",northern,negative,synthetic,,37067
"Cái xe vừa mới sửa xong hôm qua, nay lại lăn đơ ra đấy, tốn tiền như nước.","Cái xe vừa mới sửa xong hôm qua, nay lại hỏng tiếp, tốn tiền như nước.",northern,negative,synthetic,,37068
"Thôi lượn cho nước nó trong, dây vào mấy thể loại này chỉ có chuốc bực vào người.","Thôi đi chỗ khác cho lành, dây vào mấy thể loại này chỉ có chuốc bực vào người.",northern,negative,synthetic,,37069
"Đã dốt đặc cán mai lại còn hay ra vẻ ta đây thông thái, phát bực.","Đã dốt đặc cán mai lại còn hay ra vẻ ta đây thông thái, phát bực.",northern,negative,synthetic,,37070
Thời tiết cái kiểu gì dở chứng ẩm ương làm tao oải hết cả người.,Thời tiết cái kiểu gì dở chứng ẩm ương làm tao mệt mỏi hết cả người.,northern,negative,synthetic,,37071
"Mua cái áo đắt giật mình mà về giặt xong bai nhão ra, phí cả tiền.","Mua cái áo đắt giật mình mà về giặt xong bai nhão ra, phí cả tiền.",northern,negative,synthetic,,37072
Đi đường gặp mấy ông phóng nhanh vượt ẩu đâm chán chẳng buồn chấp.,Đi đường gặp mấy ông phóng nhanh vượt ẩu phát chán chẳng buồn chấp.,northern,negative,synthetic,,37073
Đắt cắt cổ ra chứ rẻ móng gì đâu mà chúng nó cứ khen lấy khen để.,Đắt cắt cổ ra chứ rẻ móng gì đâu mà chúng nó cứ khen lấy khen để.,northern,negative,synthetic,,37074
Ghét cái thái độ lồi lõm bề trên ấy thế không biết được.,Ghét cái thái độ lồi lõm bề trên ấy thế không biết được.,northern,negative,synthetic,,37075
"Bực thế nhờ, tự dưng hãm tài từ sáng sớm đến giờ.","Bực thế nhỉ, tự dưng hãm tài từ sáng sớm đến giờ.",northern,negative,synthetic,,37076
"Người gì mà vô ý thức vừa thôi chứ, làm phiền người khác quen thói.","Người gì mà vô ý thức vừa thôi chứ, làm phiền người khác quen thói.",northern,negative,synthetic,,37077
Cứ tưởng thế nào hóa ra cũng chỉ vẽ vời câu cơm thiên hạ.,Cứ tưởng thế nào hóa ra cũng chỉ vẽ vời câu cơm thiên hạ.,northern,negative,synthetic,,37078
"Khổ thân con giời, ăn phải bả gì mà đâm đầu vào cái chỗ quái gở ấy.","Khổ thân con giời, ăn phải bả gì mà đâm đầu vào cái chỗ quái gở ấy.",northern,negative,synthetic,,37079
"Ức chế vãi chưởng, mất toi nửa buổi chiều xếp hàng mà không giải quyết được việc gì.","Ức chế thật đấy, mất toi nửa buổi chiều xếp hàng mà không giải quyết được việc gì.",northern,negative,synthetic,,37080
"Đầu với chả óc để đi đâu không biết, nhắc đến tỉ lần rồi vẫn quên.","Đầu với chả óc để đi đâu không biết, nhắc đến tỉ lần rồi vẫn quên.",northern,negative,synthetic,,37081
"Đồ dở hơi cá sấu, đã sai tè lè ra còn già mồm cãi cùn.","Đồ dở hơi, đã sai tè lè ra còn già mồm cãi cùn.",northern,negative,synthetic,,37082
"Nản chẳng thèm chấp nữa, cứ thích làm gì thì làm.","Nản chẳng thèm chấp nữa, cứ thích làm gì thì làm.",northern,negative,synthetic,,37083
"Rõ chán cái thói lươn lẹo, hứa hẹn cho lắm vào rồi lại mất hút.","Rõ chán cái thói lươn lẹo, hứa hẹn cho lắm vào rồi lại mất hút.",northern,negative,synthetic,,37084
"Mệt mỏi với mấy ông tướng này lắm rồi đấy, suốt ngày gây chuyện.","Mệt mỏi với mấy ông tướng này lắm rồi đấy, suốt ngày gây chuyện.",northern,negative,synthetic,,37085
