dialect,standard,region
"Về sức khỏe dạo nè thì lo lắng quá trời, khỏi bàn cãi.","Về sức khỏe dạo này thì lo lắng quá, khỏi bàn cãi.",southern
Theo đám bạn tui thấy thì món chè nè vừa đủ dùng dữ lắm.,Theo đám bạn tôi thấy thì món chè này vừa đủ dùng.,southern
Thử qua đàn gà mới nuôi rùi mới thấy tự hào dữ lắm nghen.,Thử qua đàn gà mới nuôi rồi mới thấy tự hào lắm.,southern
"Ai cũng bảo cô hàng xóm cạnh nhà thoải mái hẳn, chồng tui thấy đúng thiệt hen.","Ai cũng bảo cô hàng xóm cạnh nhà thoải mái hẳn, chồng tôi thấy đúng thật.",southern
"Giá gạo ngoài chợ bữa nay thích ơi là thích, cả nhà tui hổng ngờ tới.","Giá gạo ngoài chợ hôm nay thích ơi là thích, cả nhà tôi không ngờ tới.",southern
"Về kết quả trận đấu thì kém chất lượng, khỏi bàn cãi hen.","Về kết quả trận đấu thì kém chất lượng, khỏi bàn cãi.",southern
Theo nhà tui thấy thì chuyến du lịch Đà Lạt đáng đồng tiền bát gạo nghen.,Theo nhà tôi thấy thì chuyến du lịch Đà Lạt đáng đồng tiền bát gạo.,southern
Kênh Youtube hay xem khiến mình cảm thấy như mọi lần hen.,Kênh Youtube hay xem khiến mình cảm thấy như mọi lần.,southern
"Thằng cu nhà tui vừa xong bến xe khách, cảm giác phí tiền hen.","Thằng cu nhà tôi vừa xong bến xe khách, cảm giác phí tiền.",southern
Cả nhà đều bảo ngày Tết năm nay đã nghen.,Cả nhà đều bảo ngày Tết năm nay đã.,southern
Kể ra thì kênh Youtube hay xem cũng hài lòng dữ lắm nghen.,Kể ra thì kênh Youtube hay xem cũng hài lòng lắm.,southern
"Về thái độ của nhân viên đó thì trung bình thôi, khỏi bàn cãi à nha.","Về thái độ của nhân viên đó thì trung bình thôi, khỏi bàn cãi.",southern
Cả nhà đều bảo sinh nhật của con chán hen.,Cả nhà đều bảo sinh nhật của con chán.,southern
"Tình hình giao thông giờ nè bữa nay bình thường thôi, ông tui hổng ngờ tới.","Tình hình giao thông giờ này hôm nay bình thường thôi, ông tôi không ngờ tới.",southern
Phải nói bộ phim hoạt hình mới lần nè hay.,Phải nói bộ phim hoạt hình mới lần này hay.,southern
Theo mình thấy thì phòng trọ đang thuê tệ quá trời nghen.,Theo mình thấy thì phòng trọ đang thuê tệ quá.,southern
"Tui vừa trải nghiệm cái điện thoại mới, phải công nhận là ngon quá trời.","Tôi vừa trải nghiệm cái điện thoại mới, phải công nhận là ngon quá.",southern
"Ai cũng bảo chuyến du lịch vừa rùi hài lòng dữ lắm, ba tui thấy đúng thiệt hen.","Ai cũng bảo chuyến du lịch vừa rồi hài lòng lắm, bố tôi thấy đúng thật.",southern
Tớ chấm buổi phỏng vấn sáng nay nè nản quá trời đi mất à nha.,Tớ chấm buổi phỏng vấn sáng nay này nản quá đi mất.,southern
Theo ba tui thấy thì trường cấp ba ngày xưa bình thường thôi đó nha.,Theo bố tôi thấy thì trường cấp ba ngày xưa bình thường thôi.,southern
"Tui vừa trải nghiệm bộ phim vừa xem tối qua, phải công nhận là lo lắng quá trời à nha.","Tôi vừa trải nghiệm bộ phim vừa xem tối qua, phải công nhận là lo lắng quá.",southern
"Ông tui vừa xong tình hình giao thông giờ nè, cảm giác tức ơi là tức đó nha.","Ông tôi vừa xong tình hình giao thông giờ này, cảm giác tức ơi là tức.",southern
Phải nói căn hộ chung cư mới mua lần nè xịn.,Phải nói căn hộ chung cư mới mua lần này xịn.,southern
"Nói thiệt, lễ hội của làng hổng đáng dữ lắm à nha.","Nói thật, lễ hội của làng không đáng lắm.",southern
Theo tụi mình thấy thì siêu thị mini gần trường kém quá trời.,Theo tụi mình thấy thì siêu thị mini gần trường kém quá.,southern
Mọi người bảo cửa hàng tạp hóa đầu hẻm trên cả tuyệt vời dữ lắm.,Mọi người bảo cửa hàng tạp hóa đầu hẻm trên cả tuyệt vời.,southern
Thử qua tình hình giao thông giờ nè rùi mới thấy đẹp nghen.,Thử qua tình hình giao thông giờ này rồi mới thấy đẹp.,southern
Đánh giá của vợ tui về bài hát mới ra: vui hết sức.,Đánh giá của vợ tôi về bài hát mới ra: vui hết sức.,southern
Thử qua chiếc tivi mới mua rùi mới thấy cẩu thả.,Thử qua chiếc tivi mới mua rồi mới thấy cẩu thả.,southern
Kể ra thì quán cà phê đầu ngõ cũng lừa đảo hen.,Kể ra thì quán cà phê đầu ngõ cũng lừa đảo.,southern
Phải nói đôi giày mới mua lần nè hay à nha.,Phải nói đôi giày mới mua lần này hay.,southern
"Nói thiệt, kỳ lương tháng nè mất thời gian dữ lắm.","Nói thật, kỳ lương tháng này mất thời gian lắm.",southern
Đánh giá của anh về chiếc xe mới mua: hài lòng dữ lắm.,Đánh giá của anh về chiếc xe mới mua: hài lòng lắm.,southern
Kể ra thì giá gạo ngoài chợ cũng hài lòng dữ lắm à nha.,Kể ra thì giá gạo ngoài chợ cũng hài lòng lắm.,southern
Đánh giá của sếp tui về bộ phim vừa xem: hổng tốt cũng hổng xấu đó nha.,Đánh giá của sếp tôi về bộ phim vừa xem: không tốt cũng không xấu.,southern
Kể ra thì món bún bò cũng xấu đó nha.,Kể ra thì món bún bò cũng xấu.,southern
"Ai cũng bảo chuyến bay sáng nay dễ chịu vô cùng, ba tui thấy đúng thiệt à nha.","Ai cũng bảo chuyến bay sáng nay dễ chịu vô cùng, bố tôi thấy đúng thật.",southern
Chồng tui hổng nghĩ dịch vụ ở quán nè lại mệt mỏi quá trời đến dzậy dữ lắm.,Chồng tôi không nghĩ dịch vụ ở quán này lại mệt mỏi quá đến thế.,southern
Dịch vụ ở quán nè khiến thằng cu nhà tui cảm thấy vừa đủ dùng.,Dịch vụ ở quán này khiến thằng cu nhà tôi cảm thấy vừa đủ dùng.,southern
"Cái tủ lạnh mới mua bữa nay tốt hơn mong đợi nhiều, vợ tui hổng ngờ tới.","Cái tủ lạnh mới mua hôm nay tốt hơn mong đợi nhiều, vợ tôi không ngờ tới.",southern
Kể ra thì lớp học thêm buổi tối cũng đáng yêu dữ lắm.,Kể ra thì lớp học thêm buổi tối cũng đáng yêu.,southern
Tui chấm lễ hội của làng nè tận tình.,Tôi chấm lễ hội của làng này tận tình.,southern
Nhà hàng hải sản khiến sếp tui cảm thấy vui hết sức nghen.,Nhà hàng hải sản khiến sếp tôi cảm thấy vui hết sức.,southern
Con bé nhà tui thấy chiếc ví da mới cũng tạm ổn nghen.,Con bé nhà tôi thấy chiếc ví da mới cũng tạm ổn.,southern
Đánh giá của đồng nghiệp tui về đôi giày mới mua: ổn.,Đánh giá của đồng nghiệp tôi về đôi giày mới mua: ổn.,southern
Kể ra thì cô giáo chủ nhiệm cũng dở hen.,Kể ra thì cô giáo chủ nhiệm cũng dở.,southern
Mọi người bảo tiệm bánh mì đầu phố ở mức chấp nhận được đó nha.,Mọi người bảo tiệm bánh mì đầu phố ở mức chấp nhận được.,southern
Cả nhà đều bảo giá xăng tuần nè mệt mỏi quá trời dữ lắm.,Cả nhà đều bảo giá xăng tuần này mệt mỏi quá.,southern
"Sinh nhật của con bữa nay tốt hơn mong đợi nhiều, chị hổng ngờ tới hen.","Sinh nhật của con hôm nay tốt hơn mong đợi nhiều, chị không ngờ tới.",southern
Mọi người bảo tiệm bánh mì đầu phố tạm được đó nha.,Mọi người bảo tiệm bánh mì đầu phố tạm được.,southern
Nhà tui hổng nghĩ cái tủ lạnh mới mua lại tệ quá trời đến dzậy.,Nhà tôi không nghĩ cái tủ lạnh mới mua lại tệ quá đến thế.,southern
"Ai cũng bảo chuyến du lịch vừa rùi tệ, cả nhà tui thấy đúng thiệt.","Ai cũng bảo chuyến du lịch vừa rồi tệ, cả nhà tôi thấy đúng thật.",southern
Cả nhà đều bảo cái điện thoại mới như mọi lần dữ lắm.,Cả nhà đều bảo cái điện thoại mới như mọi lần.,southern
Bọn tui hổng nghĩ mái tóc vừa cắt lại vui hết sức đến dzậy dữ lắm.,Bọn tôi không nghĩ mái tóc vừa cắt lại vui hết sức đến thế.,southern
"Ai cũng bảo món bún riêu nè nản quá trời đi mất, chồng tui thấy đúng thiệt à nha.","Ai cũng bảo món bún riêu này nản quá đi mất, chồng tôi thấy đúng thật.",southern
Theo bà tui thấy thì cái điều hòa mới lắp tốt hơn mong đợi nhiều.,Theo bà tôi thấy thì cái điều hòa mới lắp tốt hơn mong đợi nhiều.,southern
Đánh giá của cả nhà tui về buổi liên hoan cuối năm: quá trời đẹp hen.,Đánh giá của cả nhà tôi về buổi liên hoan cuối năm: rất đẹp.,southern
"Kỳ thi vừa rùi bữa nay tệ hại, bọn tui hổng ngờ tới dữ lắm.","Kỳ thi vừa rồi hôm nay tệ hại, bọn tôi không ngờ tới.",southern
Lớp học thêm nè khiến chị cảm thấy ưng ý quá trời.,Lớp học thêm này khiến chị cảm thấy ưng ý quá.,southern
"Má tui hổng nghĩ kỳ thi vừa rùi lại ổn, hổng phàn nàn gì đến dzậy.","Mẹ tôi không nghĩ kỳ thi vừa rồi lại ổn, không phàn nàn gì đến thế.",southern
"Nhà tui vừa xong con đường nè, cảm giác đã à nha.","Nhà tôi vừa xong con đường này, cảm giác đã.",southern
Cả nhà đều bảo thời tiết bữa nay đã.,Cả nhà đều bảo thời tiết hôm nay đã.,southern
Chị hổng nghĩ cái áo khoác mới lại dở tệ đến dzậy.,Chị không nghĩ cái áo khoác mới lại dở tệ đến thế.,southern
Tụi mình thấy lớp học thêm nè chất lượng ngoài mong đợi à nha.,Tụi mình thấy lớp học thêm này chất lượng ngoài mong đợi.,southern
Đồng nghiệp tui hổng nghĩ dự án đang làm dở lại dở đến dzậy.,Đồng nghiệp tôi không nghĩ dự án đang làm dở lại dở đến thế.,southern
"Thằng cu nhà tui vừa trải nghiệm cái điều hòa mới lắp, phải công nhận là vẫn như mọi khi dữ lắm.","Thằng cu nhà tôi vừa trải nghiệm cái điều hòa mới lắp, phải công nhận là vẫn như mọi khi.",southern
Kể ra thì kênh Youtube hay xem cũng xuất sắc đó nha.,Kể ra thì kênh Youtube hay xem cũng xuất sắc.,southern
"Ông tui vừa xong quán cà phê đầu ngõ, cảm giác chán ơi là chán đó nha.","Ông tôi vừa xong quán cà phê đầu ngõ, cảm giác chán ơi là chán.",southern
Cái áo khoác mới khiến tớ cảm thấy tệ đó nha.,Cái áo khoác mới khiến tớ cảm thấy tệ.,southern
"Cả nhà đều bảo chiếc xe mới mua cũng được, hổng tệ hổng hay.","Cả nhà đều bảo chiếc xe mới mua cũng được, không tệ không hay.",southern
"Cuốn sách đang đọc bữa nay trên cả tuyệt vời, má tui hổng ngờ tới.","Cuốn sách đang đọc hôm nay trên cả tuyệt vời, mẹ tôi không ngờ tới.",southern
Đánh giá của lớp mình về dịch vụ ở quán nè: vừa đủ dùng.,Đánh giá của lớp mình về dịch vụ ở quán này: vừa đủ dùng.,southern
"Ông tui vừa xong cái ao cá sau vườn, cảm giác tồi tệ hết chỗ nói hen.","Ông tôi vừa xong cái ao cá sau vườn, cảm giác tồi tệ hết chỗ nói.",southern
"Ai cũng bảo anh sếp mới về cũng tạm ổn, ba tui thấy đúng thiệt.","Ai cũng bảo anh sếp mới về cũng tạm ổn, bố tôi thấy đúng thật.",southern
Thử qua công viên mới xây rùi mới thấy hạnh phúc dữ lắm hen.,Thử qua công viên mới xây rồi mới thấy hạnh phúc lắm.,southern
Theo chị thấy thì ứng dụng đặt đồ ăn ổn nghen.,Theo chị thấy thì ứng dụng đặt đồ ăn ổn.,southern
Đánh giá của má tui về kỳ lương tháng nè: mê luôn hen.,Đánh giá của mẹ tôi về kỳ lương tháng này: mê luôn.,southern
"Mình vừa xong bến xe khách, cảm giác hạnh phúc dữ lắm.","Mình vừa xong bến xe khách, cảm giác hạnh phúc lắm.",southern
"Nói thiệt, buổi biểu diễn tối qua tuyệt vời dữ lắm.","Nói thật, buổi biểu diễn tối qua tuyệt vời lắm.",southern
Cả nhà đều bảo trường cấp ba ngày xưa mê luôn dữ lắm.,Cả nhà đều bảo trường cấp ba ngày xưa mê luôn.,southern
"Quán trà sữa mới mở bữa nay sợ thiệt sự, xóm mình hổng ngờ tới đó nha.","Quán trà sữa mới mở hôm nay sợ thật sự, xóm mình không ngờ tới.",southern
"Nói thiệt, món bún bò phiền phức quá trời dữ lắm.","Nói thật, món bún bò phiền phức quá lắm.",southern
Đồng nghiệp tui chấm chuyến bay sáng nay nè chán nghen.,Đồng nghiệp tôi chấm chuyến bay sáng nay này chán.,southern
Theo anh thấy thì món chè nè vừa đủ dùng.,Theo anh thấy thì món chè này vừa đủ dùng.,southern
Công ty mình thấy món bún bò thất vọng tràn trề dữ lắm.,Công ty mình thấy món bún bò thất vọng tràn trề.,southern
Kể ra thì con mèo nhà tui cũng lừa đảo.,Kể ra thì con mèo nhà tôi cũng lừa đảo.,southern
Đánh giá của con bé nhà tui về buổi tiệc tối qua: xịn.,Đánh giá của con bé nhà tôi về buổi tiệc tối qua: xịn.,southern
Phải nói cái áo khoác mới lần nè ổn.,Phải nói cái áo khoác mới lần này ổn.,southern
Đánh giá của ông tui về cô giáo chủ nhiệm: hổng tốt cũng hổng xấu.,Đánh giá của ông tôi về cô giáo chủ nhiệm: không tốt cũng không xấu.,southern
"Nói thiệt, căn hộ chung cư mới mua khó chịu vô cùng dữ lắm.","Nói thật, căn hộ chung cư mới mua khó chịu vô cùng lắm.",southern
"Xóm mình vừa xong cuốn sách đang đọc, cảm giác kém chất lượng đó nha.","Xóm mình vừa xong cuốn sách đang đọc, cảm giác kém chất lượng.",southern
